,District,State,LokSabhaConstituency,Constituency,No,Type,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,PartyShort
574,Ri Bhoi,MEGHALAYA,SHILLONG,SHILLONG,1.0,ST,Vincent H. Pala,Indian National Congress,980740.0,619987.0,63.2 %,40379.0,6.5%,INC
575,South Garo Hills,MEGHALAYA,TURA,TURA,2.0,ST,Purno Agitok Sangma,National People's Party,586501.0,458071.0,78.1 %,39716.0,8.7%,NPP
576,West Garo Hills,MEGHALAYA,TURA,TURA,2.0,ST,Purno Agitok Sangma,National People's Party,586501.0,458071.0,78.1 %,39716.0,8.7%,NPP
577,West Jaintia Hills,MEGHALAYA,SHILLONG,SHILLONG,1.0,ST,Vincent H. Pala,Indian National Congress,980740.0,619987.0,63.2 %,40379.0,6.5%,INC
578,West Khasi Hills,MEGHALAYA,SHILLONG,SHILLONG,1.0,ST,Vincent H. Pala,Indian National Congress,980740.0,619987.0,63.2 %,40379.0,6.5%,INC
579,Aizawl,MIZORAM,MIZORAM,MIZORAM,1.0,ST,C. L. Ruala,Indian National Congress,702170.0,433201.0,61.7 %,6154.0,1.4%,INC
580,Champhai,MIZORAM,MIZORAM,MIZORAM,1.0,ST,C. L. Ruala,Indian National Congress,702170.0,433201.0,61.7 %,6154.0,1.4%,INC
581,Kolasib,MIZORAM,MIZORAM,MIZORAM,1.0,ST,C. L. Ruala,Indian National Congress,702170.0,433201.0,61.7 %,6154.0,1.4%,INC
582,Lawngtlai,MIZORAM,MIZORAM,MIZORAM,1.0,ST,C. L. Ruala,Indian National Congress,702170.0,433201.0,61.7 %,6154.0,1.4%,INC
583,Lunglei,MIZORAM,MIZORAM,MIZORAM,1.0,ST,C. L. Ruala,Indian National Congress,702170.0,433201.0,61.7 %,6154.0,1.4%,INC
584,Mamit,MIZORAM,MIZORAM,MIZORAM,1.0,ST,C. L. Ruala,Indian National Congress,702170.0,433201.0,61.7 %,6154.0,1.4%,INC
585,Saiha,MIZORAM,MIZORAM,MIZORAM,1.0,ST,C. L. Ruala,Indian National Congress,702170.0,433201.0,61.7 %,6154.0,1.4%,INC
586,Serchhip,MIZORAM,MIZORAM,MIZORAM,1.0,ST,C. L. Ruala,Indian National Congress,702170.0,433201.0,61.7 %,6154.0,1.4%,INC
587,Kohima,NAGALAND,NAGALAND,NAGALAND,1.0,ST,Neiphiu Rio,Naga Peoples Front,1182948.0,1038910.0,87.8 %,400225.0,38.5%,NPF
588,Mokokchung,NAGALAND,NAGALAND,NAGALAND,1.0,ST,Neiphiu Rio,Naga Peoples Front,1182948.0,1038910.0,87.8 %,400225.0,38.5%,NPF
589,Mon,NAGALAND,NAGALAND,NAGALAND,1.0,ST,Neiphiu Rio,Naga Peoples Front,1182948.0,1038910.0,87.8 %,400225.0,38.5%,NPF
590,Phek,NAGALAND,NAGALAND,NAGALAND,1.0,ST,Neiphiu Rio,Naga Peoples Front,1182948.0,1038910.0,87.8 %,400225.0,38.5%,NPF
591,Tuensang,NAGALAND,NAGALAND,NAGALAND,1.0,ST,Neiphiu Rio,Naga Peoples Front,1182948.0,1038910.0,87.8 %,400225.0,38.5%,NPF
592,Wokha,NAGALAND,NAGALAND,NAGALAND,1.0,ST,Neiphiu Rio,Naga Peoples Front,1182948.0,1038910.0,87.8 %,400225.0,38.5%,NPF
593,Zunheboto,NAGALAND,NAGALAND,NAGALAND,1.0,ST,Neiphiu Rio,Naga Peoples Front,1182948.0,1038910.0,87.8 %,400225.0,38.5%,NPF
594,Angul,ODISHA,DHENKANAL,DHENKANAL,9.0,GEN,Tathagata Satpathy,Biju Janata Dal,1363467.0,1042101.0,76.4 %,137340.0,13.2%,BJD
595,Angul,ODISHA,SAMBALPUR,SAMBALPUR,3.0,GEN,Nagendra Kumar Pradhan,Biju Janata Dal,1297098.0,984309.0,75.9 %,30576.0,3.1%,BJD
596,Balangir,ODISHA,BOLANGIR,BOLANGIR,10.0,GEN,Kalikesh Narayan Singh Deo,Biju Janata Dal,1563025.0,1170405.0,74.9 %,104299.0,8.9%,BJD
597,Balasore,ODISHA,BALASORE,BALASORE,6.0,GEN,Rabindra Kumar Jena,Biju Janata Dal,1366218.0,1049450.0,76.8 %,141825.0,13.5%,BJD
598,Balasore,ODISHA,BHADRAK,BHADRAK,7.0,SC,Arjun Charan Sethi,Biju Janata Dal,1469498.0,1081339.0,73.6 %,179359.0,16.6%,BJD
599,Bargarh,ODISHA,BARGARH,BARGARH,1.0,GEN,Prabhas Kumar Singh,Biju Janata Dal,1430717.0,1123301.0,78.5 %,11178.0,1.0%,BJD
600,Bhadrak,ODISHA,BHADRAK,BHADRAK,7.0,SC,Arjun Charan Sethi,Biju Janata Dal,1469498.0,1081339.0,73.6 %,179359.0,16.6%,BJD
601,Boudh,ODISHA,KANDHAMAL,KANDHAMAL,13.0,GEN,Hemendra Chandra Singh,Biju Janata Dal,1143602.0,839415.0,73.4 %,181017.0,21.6%,BJD
602,Cuttack,ODISHA,CUTTACK,CUTTACK,14.0,GEN,Bhartruhari Mahatab,Biju Janata Dal,1371617.0,978604.0,71.4 %,306762.0,31.3%,BJD
603,Cuttack,ODISHA,JAGATSINGHPUR,JAGATSINGHPUR,16.0,SC,Kulamani Samal,Biju Janata Dal,1499673.0,1131932.0,75.5 %,276394.0,24.4%,BJD
604,Cuttack,ODISHA,KENDRAPARA,KENDRAPARA,15.0,GEN,Baijayant Panda,Biju Janata Dal,1555444.0,1140999.0,73.4 %,209108.0,18.3%,BJD
605,Deogarh,ODISHA,SAMBALPUR,SAMBALPUR,3.0,GEN,Nagendra Kumar Pradhan,Biju Janata Dal,1297098.0,984309.0,75.9 %,30576.0,3.1%,BJD
606,Dhenkanal,ODISHA,DHENKANAL,DHENKANAL,9.0,GEN,Tathagata Satpathy,Biju Janata Dal,1363467.0,1042101.0,76.4 %,137340.0,13.2%,BJD
607,Gajapati,ODISHA,BERHAMPUR,BERHAMPUR,20.0,GEN,Sidhant Mohapatra,Biju Janata Dal,1334268.0,905362.0,67.9 %,127720.0,14.1%,BJD
608,Ganjam,ODISHA,ASKA,ASKA,19.0,GEN,Ladu Kishore Swain,Biju Janata Dal,1408780.0,896281.0,63.6 %,311997.0,34.8%,BJD
609,Ganjam,ODISHA,BERHAMPUR,BERHAMPUR,20.0,GEN,Sidhant Mohapatra,Biju Janata Dal,1334268.0,905362.0,67.9 %,127720.0,14.1%,BJD
610,Ganjam,ODISHA,KANDHAMAL,KANDHAMAL,13.0,GEN,Hemendra Chandra Singh,Biju Janata Dal,1143602.0,839415.0,73.4 %,181017.0,21.6%,BJD
611,Jagatsinghapur,ODISHA,JAGATSINGHPUR,JAGATSINGHPUR,16.0,SC,Kulamani Samal,Biju Janata Dal,1499673.0,1131932.0,75.5 %,276394.0,24.4%,BJD
612,Jajpur,ODISHA,JAJPUR,JAJPUR,8.0,SC,Rita Tarai,Biju Janata Dal,1303733.0,980435.0,75.2 %,320271.0,32.7%,BJD
613,Jharsuguda,ODISHA,BARGARH,BARGARH,1.0,GEN,Prabhas Kumar Singh,Biju Janata Dal,1430717.0,1123301.0,78.5 %,11178.0,1.0%,BJD
614,Kalahandi,ODISHA,KALAHANDI,KALAHANDI,11.0,GEN,Arka Keshari Deo,Biju Janata Dal,1474135.0,1117536.0,75.8 %,56347.0,5.0%,BJD
615,Kandhamal,ODISHA,KANDHAMAL,KANDHAMAL,13.0,GEN,Hemendra Chandra Singh,Biju Janata Dal,1143602.0,839415.0,73.4 %,181017.0,21.6%,BJD
616,Kendrapara,ODISHA,KENDRAPARA,KENDRAPARA,15.0,GEN,Baijayant Panda,Biju Janata Dal,1555444.0,1140999.0,73.4 %,209108.0,18.3%,BJD
617,Kendujhar,ODISHA,KEONJHAR,KEONJHAR,4.0,ST,Sakuntala Laguri,Biju Janata Dal,1346683.0,1083869.0,80.5 %,157317.0,14.5%,BJD
618,Khordha,ODISHA,BHUBANESWAR,BHUBANESWAR,18.0,GEN,Prasanna Kumar Patasani,Biju Janata Dal,1527768.0,891822.0,58.4 %,189477.0,21.2%,BJD
619,Khordha,ODISHA,PURI,PURI,17.0,GEN,Pinaki Misra,Biju Janata Dal,1404581.0,1039389.0,74.0 %,263361.0,25.3%,BJD
620,Koraput,ODISHA,KORAPUT,KORAPUT,21.0,ST,Jhina Hikaka,Biju Janata Dal,1300437.0,989444.0,76.1 %,19328.0,2.0%,BJD
621,Koraput,ODISHA,NABARANGPUR,NABARANGPUR,12.0,ST,Balabhadra Majhi,Biju Janata Dal,1297210.0,1022172.0,78.8 %,2042.0,0.2%,BJD
622,Malkangiri,ODISHA,NABARANGPUR,NABARANGPUR,12.0,ST,Balabhadra Majhi,Biju Janata Dal,1297210.0,1022172.0,78.8 %,2042.0,0.2%,BJD
623,Mayurbhanj,ODISHA,BALASORE,BALASORE,6.0,GEN,Rabindra Kumar Jena,Biju Janata Dal,1366218.0,1049450.0,76.8 %,141825.0,13.5%,BJD
624,Mayurbhanj,ODISHA,KEONJHAR,KEONJHAR,4.0,ST,Sakuntala Laguri,Biju Janata Dal,1346683.0,1083869.0,80.5 %,157317.0,14.5%,BJD
625,Mayurbhanj,ODISHA,MAYURBHANJ,MAYURBHANJ,5.0,ST,Rama Chandra Hansdah,Biju Janata Dal,1327555.0,1053399.0,79.4 %,122866.0,11.7%,BJD
626,Nabarangpur,ODISHA,NABARANGPUR,NABARANGPUR,12.0,ST,Balabhadra Majhi,Biju Janata Dal,1297210.0,1022172.0,78.8 %,2042.0,0.2%,BJD
627,Nayagarh,ODISHA,CUTTACK,CUTTACK,14.0,GEN,Bhartruhari Mahatab,Biju Janata Dal,1371617.0,978604.0,71.4 %,306762.0,31.3%,BJD
628,Nayagarh,ODISHA,KANDHAMAL,KANDHAMAL,13.0,GEN,Hemendra Chandra Singh,Biju Janata Dal,1143602.0,839415.0,73.4 %,181017.0,21.6%,BJD
629,Nayagarh,ODISHA,PURI,PURI,17.0,GEN,Pinaki Misra,Biju Janata Dal,1404581.0,1039389.0,74.0 %,263361.0,25.3%,BJD
630,Nuapada,ODISHA,KALAHANDI,KALAHANDI,11.0,GEN,Arka Keshari Deo,Biju Janata Dal,1474135.0,1117536.0,75.8 %,56347.0,5.0%,BJD
631,Puri,ODISHA,JAGATSINGHPUR,JAGATSINGHPUR,16.0,SC,Kulamani Samal,Biju Janata Dal,1499673.0,1131932.0,75.5 %,276394.0,24.4%,BJD
632,Puri,ODISHA,PURI,PURI,17.0,GEN,Pinaki Misra,Biju Janata Dal,1404581.0,1039389.0,74.0 %,263361.0,25.3%,BJD
633,Rayagada,ODISHA,KORAPUT,KORAPUT,21.0,ST,Jhina Hikaka,Biju Janata Dal,1300437.0,989444.0,76.1 %,19328.0,2.0%,BJD
634,Sambalpur,ODISHA,SAMBALPUR,SAMBALPUR,3.0,GEN,Nagendra Kumar Pradhan,Biju Janata Dal,1297098.0,984309.0,75.9 %,30576.0,3.1%,BJD
635,Subarnapur,ODISHA,BOLANGIR,BOLANGIR,10.0,GEN,Kalikesh Narayan Singh Deo,Biju Janata Dal,1563025.0,1170405.0,74.9 %,104299.0,8.9%,BJD
636,Sundargarh,ODISHA,SUNDARGARH,SUNDARGARH,2.0,ST,Jual @ Juel Oram,Bharatiya Janta Party,1410532.0,1010711.0,71.7 %,18829.0,1.9%,BJP
637,Karaikal,PUDUCHERRY,PONDICHERRY,PONDICHERRY,1.0,GEN,R. Radhakrishnan,All India N.R. Congress,901357.0,740017.0,82.1 %,60854.0,8.2%,AINRC
638,Mahe,PUDUCHERRY,PONDICHERRY,PONDICHERRY,1.0,GEN,R. Radhakrishnan,All India N.R. Congress,901357.0,740017.0,82.1 %,60854.0,8.2%,AINRC
639,Puducherry,PUDUCHERRY,PONDICHERRY,PONDICHERRY,1.0,GEN,R. Radhakrishnan,All India N.R. Congress,901357.0,740017.0,82.1 %,60854.0,8.2%,AINRC
640,Yanam,PUDUCHERRY,PONDICHERRY,PONDICHERRY,1.0,GEN,R. Radhakrishnan,All India N.R. Congress,901357.0,740017.0,82.1 %,60854.0,8.2%,AINRC
641,Amritsar,PUNJAB,AMRITSAR,AMRITSAR,2.0,GEN,Captain Amarinder Singh,Indian National Congress,1477262.0,1007196.0,68.2 %,102770.0,10.2%,INC
642,Amritsar,PUNJAB,KHADOOR SAHIB,KHADOOR SAHIB,3.0,GEN,Ranjit Singh Brahmpura,Shiromani Akali Dal,1563256.0,1040518.0,66.6 %,100569.0,9.7%,SAD
643,Bathinda,PUNJAB,BATHINDA,BATHINDA,11.0,GEN,Harsimrat Kaur Badal,Shiromani Akali Dal,1525289.0,1176767.0,77.2 %,19395.0,1.6%,SAD
644,Bathinda,PUNJAB,FARIDKOT,FARIDKOT,9.0,SC,Prof. Sadhu Singh,Aam Aadmi Party,1455075.0,1032107.0,70.9 %,172516.0,16.7%,AAP
645,Faridkot,PUNJAB,FARIDKOT,FARIDKOT,9.0,SC,Prof. Sadhu Singh,Aam Aadmi Party,1455075.0,1032107.0,70.9 %,172516.0,16.7%,AAP
646,Fatehgarh Sahib,PUNJAB,FATEHGARH SAHIB,FATEHGARH SAHIB,8.0,SC,Harinder Singh Khalsa,Aam Aadmi Party,1396957.0,1030954.0,73.8 %,54144.0,5.3%,AAP
647,Firozpur,PUNJAB,FIROZPUR,FIROZPUR,10.0,GEN,Sher Singh Ghubaya,Shiromani Akali Dal,1522111.0,1105412.0,72.6 %,31420.0,2.8%,SAD
648,Firozpur,PUNJAB,KHADOOR SAHIB,KHADOOR SAHIB,3.0,GEN,Ranjit Singh Brahmpura,Shiromani Akali Dal,1563256.0,1040518.0,66.6 %,100569.0,9.7%,SAD
649,Gurdaspur,PUNJAB,GURDASPUR,GURDASPUR,1.0,GEN,Vinod Khanna,Bharatiya Janta Party,1500337.0,1042699.0,69.5 %,136065.0,13.0%,BJP
650,Gurdaspur,PUNJAB,HOSHIARPUR,HOSHIARPUR,5.0,SC,Vijay Sampla,Bharatiya Janta Party,1485286.0,961297.0,64.7 %,13582.0,1.4%,BJP
651,Hoshiarpur,PUNJAB,ANANDPUR SAHIB,ANANDPUR SAHIB,6.0,GEN,Prem Singh Chandumajra,Shiromani Akali Dal,1564721.0,1086563.0,69.4 %,23697.0,2.2%,SAD
652,Hoshiarpur,PUNJAB,HOSHIARPUR,HOSHIARPUR,5.0,SC,Vijay Sampla,Bharatiya Janta Party,1485286.0,961297.0,64.7 %,13582.0,1.4%,BJP
653,Jalandhar,PUNJAB,JALANDHAR,JALANDHAR,4.0,SC,Santokh Singh Chaudhary,Indian National Congress,1551497.0,1040762.0,67.1 %,70981.0,6.8%,INC
654,Kapurthala,PUNJAB,HOSHIARPUR,HOSHIARPUR,5.0,SC,Vijay Sampla,Bharatiya Janta Party,1485286.0,961297.0,64.7 %,13582.0,1.4%,BJP
655,Kapurthala,PUNJAB,KHADOOR SAHIB,KHADOOR SAHIB,3.0,GEN,Ranjit Singh Brahmpura,Shiromani Akali Dal,1563256.0,1040518.0,66.6 %,100569.0,9.7%,SAD
656,Ludhiana,PUNJAB,FATEHGARH SAHIB,FATEHGARH SAHIB,8.0,SC,Harinder Singh Khalsa,Aam Aadmi Party,1396957.0,1030954.0,73.8 %,54144.0,5.3%,AAP
657,Ludhiana,PUNJAB,LUDHIANA,LUDHIANA,7.0,GEN,Ravneet Singh Bittu,Indian National Congress,1561201.0,1100457.0,70.5 %,19709.0,1.8%,INC
658,Mansa,PUNJAB,BATHINDA,BATHINDA,11.0,GEN,Harsimrat Kaur Badal,Shiromani Akali Dal,1525289.0,1176767.0,77.2 %,19395.0,1.6%,SAD
659,Moga,PUNJAB,FARIDKOT,FARIDKOT,9.0,SC,Prof. Sadhu Singh,Aam Aadmi Party,1455075.0,1032107.0,70.9 %,172516.0,16.7%,AAP
660,Muktsar,PUNJAB,BATHINDA,BATHINDA,11.0,GEN,Harsimrat Kaur Badal,Shiromani Akali Dal,1525289.0,1176767.0,77.2 %,19395.0,1.6%,SAD
661,Muktsar,PUNJAB,FARIDKOT,FARIDKOT,9.0,SC,Prof. Sadhu Singh,Aam Aadmi Party,1455075.0,1032107.0,70.9 %,172516.0,16.7%,AAP
662,Muktsar,PUNJAB,FIROZPUR,FIROZPUR,10.0,GEN,Sher Singh Ghubaya,Shiromani Akali Dal,1522111.0,1105412.0,72.6 %,31420.0,2.8%,SAD
663,Shahid Bhagat Singh Nagar,PUNJAB,ANANDPUR SAHIB,ANANDPUR SAHIB,6.0,GEN,Prem Singh Chandumajra,Shiromani Akali Dal,1564721.0,1086563.0,69.4 %,23697.0,2.2%,SAD
664,Patiala,PUNJAB,PATIALA,PATIALA,13.0,GEN,Dr. Dharam Vira Gandhi,Aam Aadmi Party,1580273.0,1120933.0,70.9 %,20942.0,1.9%,AAP
665,Rupnagar,PUNJAB,ANANDPUR SAHIB,ANANDPUR SAHIB,6.0,GEN,Prem Singh Chandumajra,Shiromani Akali Dal,1564721.0,1086563.0,69.4 %,23697.0,2.2%,SAD
666,Sangrur,PUNJAB,FATEHGARH SAHIB,FATEHGARH SAHIB,8.0,SC,Harinder Singh Khalsa,Aam Aadmi Party,1396957.0,1030954.0,73.8 %,54144.0,5.3%,AAP
667,Sangrur,PUNJAB,SANGRUR,SANGRUR,12.0,GEN,Bhagwant Mann,Aam Aadmi Party,1424743.0,1099467.0,77.2 %,211721.0,19.3%,AAP
668,Ajmer,RAJASTHAN,AJMER,AJMER,13.0,GEN,Sanwar Lal Jat,Bharatiya Janta Party,1683292.0,1156314.0,68.7 %,171983.0,14.9%,BJP
669,Ajmer,RAJASTHAN,RAJSAMAND,RAJSAMAND,22.0,GEN,Hariom Singh Rathore,Bharatiya Janta Party,1699401.0,982119.0,57.8 %,395705.0,40.3%,BJP
670,Alwar,RAJASTHAN,ALWAR,ALWAR,8.0,GEN,Chand Nath,Bharatiya Janta Party,1628067.0,1062305.0,65.3 %,283895.0,26.7%,BJP
671,Alwar,RAJASTHAN,BHARATPUR,BHARATPUR,9.0,SC,Bahadur Singh,Bharatiya Janta Party,1686897.0,962432.0,57.1 %,245468.0,25.5%,BJP
672,Alwar,RAJASTHAN,DAUSA,DAUSA,11.0,ST,Harish Chandra Meena,Bharatiya Janta Party,1524095.0,930492.0,61.1 %,45404.0,4.9%,BJP
673,Alwar,RAJASTHAN,JAIPUR RURAL,JAIPUR RURAL,6.0,GEN,Rajyavardhan Singh Rathore,Bharatiya Janta Party,1699462.0,1013691.0,59.7 %,332896.0,32.8%,BJP
674,Banswara,RAJASTHAN,BANSWARA,BANSWARA,20.0,ST,Manshankar Ninama,Bharatiya Janta Party,1692502.0,1171188.0,69.2 %,91916.0,7.8%,BJP
675,Baran,RAJASTHAN,JHALAWAR-BARAN,JHALAWAR-BARAN,25.0,GEN,Dushyant Singh,Bharatiya Janta Party,1669842.0,1146364.0,68.7 %,281546.0,24.6%,BJP
676,Barmer,RAJASTHAN,BARMER,BARMER,17.0,GEN,Col. Sona Ram,Bharatiya Janta Party,1677582.0,1219119.0,72.7 %,87461.0,7.2%,BJP
677,Bharatpur,RAJASTHAN,BHARATPUR,BHARATPUR,9.0,SC,Bahadur Singh,Bharatiya Janta Party,1686897.0,962432.0,57.1 %,245468.0,25.5%,BJP
678,Bhilwara,RAJASTHAN,BHILWARA,BHILWARA,23.0,GEN,Subhash Baheria,Bharatiya Janta Party,1754877.0,1104090.0,62.9 %,246264.0,22.3%,BJP
679,Bikaner,RAJASTHAN,BIKANER,BIKANER,2.0,SC,Arjun Ram Meghwal,Bharatiya Janta Party,1591068.0,929751.0,58.4 %,308079.0,33.1%,BJP
680,Bundi,RAJASTHAN,BHILWARA,BHILWARA,23.0,GEN,Subhash Baheria,Bharatiya Janta Party,1754877.0,1104090.0,62.9 %,246264.0,22.3%,BJP
681,Bundi,RAJASTHAN,KOTA,KOTA,24.0,GEN,Om Birla,Bharatiya Janta Party,1744539.0,1154960.0,66.2 %,200782.0,17.4%,BJP
682,Chittorgarh,RAJASTHAN,CHITTORGARH,CHITTORGARH,21.0,GEN,Chandra Prakash Joshi,Bharatiya Janta Party,1818147.0,1172629.0,64.5 %,316857.0,27.0%,BJP
683,Churu,RAJASTHAN,CHURU,CHURU,3.0,GEN,Rahul Kaswan,Bharatiya Janta Party,1753825.0,1131104.0,64.5 %,294739.0,26.1%,BJP
684,Dausa,RAJASTHAN,DAUSA,DAUSA,11.0,ST,Harish Chandra Meena,Bharatiya Janta Party,1524095.0,930492.0,61.1 %,45404.0,4.9%,BJP
685,Dholpur,RAJASTHAN,KARAULI-DHOLPUR,KARAULI-DHOLPUR,10.0,SC,Manoj Rajoria,Bharatiya Janta Party,1549662.0,845941.0,54.6 %,27216.0,3.2%,BJP
686,Dungarpur,RAJASTHAN,BANSWARA,BANSWARA,20.0,ST,Manshankar Ninama,Bharatiya Janta Party,1692502.0,1171188.0,69.2 %,91916.0,7.8%,BJP
687,Dungarpur,RAJASTHAN,UDAIPUR,UDAIPUR,19.0,ST,Arjunlal Meena,Bharatiya Janta Party,1817940.0,1193202.0,65.6 %,236762.0,19.8%,BJP
688,Hanumangarh,RAJASTHAN,CHURU,CHURU,3.0,GEN,Rahul Kaswan,Bharatiya Janta Party,1753825.0,1131104.0,64.5 %,294739.0,26.1%,BJP
689,Hanumangarh,RAJASTHAN,GANGANAGAR,GANGANAGAR,1.0,SC,Nihalchand,Bharatiya Janta Party,1718421.0,1256806.0,73.1 %,291741.0,23.2%,BJP
690,Jaipur,RAJASTHAN,AJMER,AJMER,13.0,GEN,Sanwar Lal Jat,Bharatiya Janta Party,1683292.0,1156314.0,68.7 %,171983.0,14.9%,BJP
691,Jaipur,RAJASTHAN,DAUSA,DAUSA,11.0,ST,Harish Chandra Meena,Bharatiya Janta Party,1524095.0,930492.0,61.1 %,45404.0,4.9%,BJP
692,Jaipur,RAJASTHAN,JAIPUR,JAIPUR,7.0,GEN,Ramcharan Bohara,Bharatiya Janta Party,1957818.0,1296806.0,66.2 %,539345.0,41.6%,BJP
693,Jaipur,RAJASTHAN,JAIPUR RURAL,JAIPUR RURAL,6.0,GEN,Rajyavardhan Singh Rathore,Bharatiya Janta Party,1699462.0,1013691.0,59.7 %,332896.0,32.8%,BJP
694,Jaisalmer,RAJASTHAN,BARMER,BARMER,17.0,GEN,Col. Sona Ram,Bharatiya Janta Party,1677582.0,1219119.0,72.7 %,87461.0,7.2%,BJP
695,Jaisalmer,RAJASTHAN,JODHPUR,JODHPUR,16.0,GEN,Gajendrasingh Shekhawat,Bharatiya Janta Party,1727363.0,1078598.0,62.4 %,410051.0,38.0%,BJP
696,Jalore,RAJASTHAN,BARMER,BARMER,17.0,GEN,Col. Sona Ram,Bharatiya Janta Party,1677582.0,1219119.0,72.7 %,87461.0,7.2%,BJP
697,Jalore,RAJASTHAN,JALORE,JALORE,18.0,GEN,Devji Patel,Bharatiya Janta Party,1824968.0,1087272.0,59.6 %,381145.0,35.1%,BJP
698,Jhalawar,RAJASTHAN,JHALAWAR-BARAN,JHALAWAR-BARAN,25.0,GEN,Dushyant Singh,Bharatiya Janta Party,1669842.0,1146364.0,68.7 %,281546.0,24.6%,BJP
699,Jhunjhunu,RAJASTHAN,JHUNJHUNU,JHUNJHUNU,4.0,GEN,Santosh Ahlawat,Bharatiya Janta Party,1696788.0,1006465.0,59.3 %,233835.0,23.2%,BJP
700,Jodhpur,RAJASTHAN,JODHPUR,JODHPUR,16.0,GEN,Gajendrasingh Shekhawat,Bharatiya Janta Party,1727363.0,1078598.0,62.4 %,410051.0,38.0%,BJP
701,Jodhpur,RAJASTHAN,PALI,PALI,15.0,GEN,P P Choudhary,Bharatiya Janta Party,1893030.0,1095587.0,57.9 %,399039.0,36.4%,BJP
702,Karauli,RAJASTHAN,KARAULI-DHOLPUR,KARAULI-DHOLPUR,10.0,SC,Manoj Rajoria,Bharatiya Janta Party,1549662.0,845941.0,54.6 %,27216.0,3.2%,BJP
703,Kota,RAJASTHAN,KOTA,KOTA,24.0,GEN,Om Birla,Bharatiya Janta Party,1744539.0,1154960.0,66.2 %,200782.0,17.4%,BJP
704,Nagaur,RAJASTHAN,NAGAUR,NAGAUR,14.0,GEN,C R Choudhary,Bharatiya Janta Party,1678662.0,1004019.0,59.8 %,75218.0,7.5%,BJP
705,Nagaur,RAJASTHAN,RAJSAMAND,RAJSAMAND,22.0,GEN,Hariom Singh Rathore,Bharatiya Janta Party,1699401.0,982119.0,57.8 %,395705.0,40.3%,BJP
706,Pali,RAJASTHAN,PALI,PALI,15.0,GEN,P P Choudhary,Bharatiya Janta Party,1893030.0,1095587.0,57.9 %,399039.0,36.4%,BJP
707,Pali,RAJASTHAN,RAJSAMAND,RAJSAMAND,22.0,GEN,Hariom Singh Rathore,Bharatiya Janta Party,1699401.0,982119.0,57.8 %,395705.0,40.3%,BJP
708,Rajsamand,RAJASTHAN,RAJSAMAND,RAJSAMAND,22.0,GEN,Hariom Singh Rathore,Bharatiya Janta Party,1699401.0,982119.0,57.8 %,395705.0,40.3%,BJP
709,Sawai Madhopur,RAJASTHAN,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,12.0,GEN,Sukhbir Singh Jaunapuria,Bharatiya Janta Party,1710775.0,1043040.0,61.0 %,135311.0,13.0%,BJP
710,Sikar,RAJASTHAN,JHUNJHUNU,JHUNJHUNU,4.0,GEN,Santosh Ahlawat,Bharatiya Janta Party,1696788.0,1006465.0,59.3 %,233835.0,23.2%,BJP
711,Sikar,RAJASTHAN,SIKAR,SIKAR,5.0,GEN,Sumedhanand Saraswati,Bharatiya Janta Party,1770424.0,1065750.0,60.2 %,239196.0,22.4%,BJP
712,Sirohi,RAJASTHAN,JALORE,JALORE,18.0,GEN,Devji Patel,Bharatiya Janta Party,1824968.0,1087272.0,59.6 %,381145.0,35.1%,BJP
713,Ganganagar,RAJASTHAN,BIKANER,BIKANER,2.0,SC,Arjun Ram Meghwal,Bharatiya Janta Party,1591068.0,929751.0,58.4 %,308079.0,33.1%,BJP
714,Ganganagar,RAJASTHAN,GANGANAGAR,GANGANAGAR,1.0,SC,Nihalchand,Bharatiya Janta Party,1718421.0,1256806.0,73.1 %,291741.0,23.2%,BJP
715,Tonk,RAJASTHAN,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR,12.0,GEN,Sukhbir Singh Jaunapuria,Bharatiya Janta Party,1710775.0,1043040.0,61.0 %,135311.0,13.0%,BJP
716,Udaipur,RAJASTHAN,CHITTORGARH,CHITTORGARH,21.0,GEN,Chandra Prakash Joshi,Bharatiya Janta Party,1818147.0,1172629.0,64.5 %,316857.0,27.0%,BJP
717,Udaipur,RAJASTHAN,UDAIPUR,UDAIPUR,19.0,ST,Arjunlal Meena,Bharatiya Janta Party,1817940.0,1193202.0,65.6 %,236762.0,19.8%,BJP
718,East Sikkim,SIKKIM,SIKKIM,SIKKIM,1.0,GEN,Prem Das Rai,Sikkim Democratic Front,370611.0,308967.0,83.4 %,41742.0,13.5%,SDF
719,North Sikkim,SIKKIM,SIKKIM,SIKKIM,1.0,GEN,Prem Das Rai,Sikkim Democratic Front,370611.0,308967.0,83.4 %,41742.0,13.5%,SDF
720,South Sikkim,SIKKIM,SIKKIM,SIKKIM,1.0,GEN,Prem Das Rai,Sikkim Democratic Front,370611.0,308967.0,83.4 %,41742.0,13.5%,SDF
721,West Sikkim,SIKKIM,SIKKIM,SIKKIM,1.0,GEN,Prem Das Rai,Sikkim Democratic Front,370611.0,308967.0,83.4 %,41742.0,13.5%,SDF
722,Ariyalur,TAMIL NADU,CHIDAMBARAM,CHIDAMBARAM,27.0,SC,Chandrakasi M,All India Anna Dravida Munnetra Kazhagam,1366189.0,1088423.0,79.7 %,128495.0,11.8%,AIADMK
